NN_auc,NN_f1,RF_auc,RF_f1,SVM_auc,SVM_f1,XGB_auc,XGB_f1,base_f1
0.6866258741258742,0.3902439024390244,0.5812937062937064,0.0,0.6031468531468531,0.19607843137254902,0.5712412587412588,0.1702127659574468,0.37142857142857144
0.546031746031746,0.3235294117647059,0.6182539682539682,0.06060606060606061,0.5623015873015873,0.15384615384615385,0.5515873015873016,0.13793103448275862,0.4166666666666667
0.655266226195103,0.3448275862068966,0.6311698406529342,0.0,0.5429459774582199,0.18867924528301888,0.5102992615623786,0.07692307692307693,0.42758620689655175
0.6521348314606742,0.375,0.6539325842696629,0.0,0.6085393258426967,0.17391304347826086,0.5429213483146067,0.1568627450980392,0.3597122302158273
0.6350524475524476,0.35294117647058826,0.5349650349650349,0.0,0.5327797202797202,0.1276595744680851,0.49388111888111885,0.12,0.37142857142857144
0.546112115732369,0.23076923076923078,0.7084990958408679,0.0,0.52875226039783,0.07547169811320754,0.504882459312839,0.11538461538461539,0.4697986577181208
0.5720274390243902,0.4,0.7004573170731707,0.0,0.5865091463414634,0.21818181818181817,0.5114329268292683,0.11320754716981132,0.4383561643835616
0.4772638942868247,0.21052631578947367,0.6218422075398368,0.12121212121212122,0.5083560046638166,0.125,0.5118538670812282,0.14545454545454545,0.42758620689655175
0.580030487804878,0.3050847457627119,0.6673018292682926,0.058823529411764705,0.5571646341463414,0.13559322033898305,0.5,0.19672131147540983,0.4383561643835616
0.5925925925925927,0.39215686274509803,0.7453703703703703,0.0,0.6041666666666666,0.2692307692307692,0.5439814814814815,0.2222222222222222,0.34782608695652173
0.6905594405594405,0.3137254901960784,0.6638986013986015,0.0,0.6311188811188811,0.24489795918367346,0.5939685314685315,0.16,0.37142857142857144
0.7033707865168539,0.34615384615384615,0.626067415730337,0.0,0.6265168539325843,0.3018867924528302,0.618876404494382,0.26666666666666666,0.3597122302158273
0.447340425531915,0.1276595744680851,0.6590425531914894,0.0,0.4218085106382979,0.0,0.46117021276595743,0.08888888888888889,0.29850746268656714
0.6305617977528091,0.3137254901960784,0.7092134831460675,0.21428571428571427,0.5555056179775281,0.09090909090909091,0.5042696629213483,0.17777777777777778,0.3597122302158273
0.6460317460317461,0.2857142857142857,0.6000000000000001,0.0,0.6063492063492064,0.25,0.5638888888888889,0.11764705882352941,0.4166666666666667
0.639196675900277,0.27586206896551724,0.6862880886426592,0.08888888888888889,0.5110803324099724,0.15873015873015872,0.5259695290858726,0.1694915254237288,0.5
0.6794019933554817,0.14634146341463414,0.6769102990033222,0.12903225806451613,0.6015365448504983,0.1702127659574468,0.5921926910299004,0.2,0.39436619718309857
0.6695884146341463,0.4,0.6391006097560976,0.0,0.592797256097561,0.22950819672131148,0.6124237804878049,0.29508196721311475,0.4383561643835616
0.5512465373961218,0.2631578947368421,0.6260387811634349,0.0,0.5650969529085872,0.15384615384615385,0.5240997229916897,0.20512820512820512,0.2857142857142857
0.5420224719101123,0.0851063829787234,0.6885393258426966,0.0,0.5325842696629213,0.12244897959183673,0.5420224719101124,0.1276595744680851,0.3597122302158273
0.6476404494382024,0.2978723404255319,0.7438202247191011,0.0,0.651685393258427,0.22641509433962265,0.6355056179775281,0.20833333333333334,0.3597122302158273
0.6889534883720931,0.4444444444444444,0.6283222591362125,0.0,0.617109634551495,0.24561403508771928,0.6075581395348837,0.14814814814814814,0.39436619718309857
0.5753378378378379,0.3561643835616438,0.6706081081081081,0.0,0.6216216216216216,0.3380281690140845,0.5567567567567567,0.21875,0.5194805194805194
0.5185185185185185,0.22580645161290322,0.6811409110259684,0.1875,0.4623243933588761,0.16666666666666666,0.5393784589186889,0.2,0.3829787234042553
0.6087301587301588,0.41379310344827586,0.628968253968254,0.0,0.5845238095238096,0.26666666666666666,0.5753968253968254,0.25,0.4166666666666667
0.6657200811359026,0.34615384615384615,0.7225152129817445,0.0,0.6093306288032455,0.19607843137254902,0.6734279918864097,0.2127659574468085,0.40559440559440557
0.5186980609418282,0.27692307692307694,0.606994459833795,0.0,0.5356648199445984,0.2571428571428571,0.5079639889196677,0.1694915254237288,0.5
0.5967510750119446,0.17777777777777778,0.6230291447682752,0.0,0.5824175824175825,0.19607843137254902,0.5585284280936456,0.2,0.3357664233576642
0.5273809523809524,0.23076923076923078,0.623015873015873,0.0,0.44047619047619047,0.0,0.5750000000000001,0.24561403508771928,0.4166666666666667
0.5627470355731226,0.18604651162790697,0.666501976284585,0.0,0.6007905138339922,0.0,0.6704545454545455,0.2,0.3235294117647059
0.6011904761904763,0.18181818181818182,0.6904761904761905,0.17647058823529413,0.5948412698412698,0.21818181818181817,0.5674603174603174,0.22641509433962265,0.4166666666666667
