NN_auc,NN_f1,RF_auc,RF_f1,SVM_auc,SVM_f1,XGB_auc,XGB_f1,base_f1
0.6293183940242764,0.2318840579710145,0.7105508870214752,0.358974358974359,0.7366946778711484,0.2903225806451613,0.6405228758169934,0.3835616438356164,0.6181818181818182
0.5902597402597404,0.47368421052631576,0.6801948051948052,0.6428571428571429,0.672077922077922,0.38596491228070173,0.6097402597402598,0.41025641025641024,0.5569620253164557
0.7192924991811334,0.4444444444444444,0.6878480183426138,0.55,0.7644939403865051,0.3137254901960784,0.6364231903046184,0.3939393939393939,0.5477707006369427
0.6170739251469224,0.40476190476190477,0.7228580266006804,0.5952380952380952,0.6947107949273121,0.4117647058823529,0.655119084441695,0.4691358024691358,0.6347305389221557
0.6904238618524333,0.36363636363636365,0.7444270015698586,0.6190476190476191,0.7579277864992151,0.39344262295081966,0.7064364207221351,0.417910447761194,0.6012269938650306
0.6364231903046184,0.47368421052631576,0.7058630854896822,0.6153846153846154,0.6819521781853914,0.37735849056603776,0.6554208974778906,0.4507042253521127,0.5477707006369427
0.7345588235294117,0.4642857142857143,0.7099264705882353,0.5352112676056338,0.7606617647058823,0.4489795918367347,0.6974264705882353,0.4918032786885246,0.4594594594594595
0.5063247863247863,0.4444444444444444,0.5524786324786325,0.47368421052631576,0.5381196581196582,0.375,0.5504273504273504,0.4375,0.5098039215686274
0.6502564102564102,0.36923076923076925,0.690940170940171,0.5714285714285714,0.6741880341880342,0.3404255319148936,0.6276923076923078,0.32786885245901637,0.5098039215686274
0.7113970588235294,0.4745762711864407,0.6625,0.4666666666666667,0.6845588235294118,0.38095238095238093,0.6323529411764706,0.41935483870967744,0.4594594594594595
0.5544332210998877,0.2807017543859649,0.7366255144032922,0.5806451612903226,0.6741488963711186,0.37209302325581395,0.5817433595211373,0.3103448275862069,0.4489795918367347
0.7066022544283415,0.45714285714285713,0.6776167471819644,0.5679012345679012,0.6956521739130435,0.4262295081967213,0.6524959742351046,0.4927536231884058,0.5660377358490566
0.6123376623376624,0.3582089552238806,0.6685064935064935,0.48,0.7159090909090909,0.36363636363636365,0.6516233766233767,0.4057971014492754,0.5569620253164557
0.6878632478632478,0.2909090909090909,0.8109401709401709,0.704225352112676,0.7846153846153846,0.47058823529411764,0.6888888888888889,0.4262295081967213,0.5098039215686274
0.6296296296296297,0.3384615384615385,0.7770655270655272,0.6470588235294118,0.7108262108262109,0.4583333333333333,0.7154558404558405,0.5079365079365079,0.48
0.6114266622118276,0.10909090909090909,0.7524223187437354,0.4666666666666667,0.6809221516872704,0.2127659574468085,0.6531907784831273,0.2711864406779661,0.5290322580645161
0.7268921095008051,0.4117647058823529,0.71658615136876,0.5135135135135135,0.7001610305958132,0.2962962962962963,0.6850241545893719,0.37142857142857144,0.5660377358490566
0.653395061728395,0.28169014084507044,0.6722222222222222,0.5168539325842697,0.6910493827160493,0.2857142857142857,0.6567901234567901,0.3466666666666667,0.6428571428571429
0.6466988727858294,0.4722222222222222,0.7462157809983896,0.6172839506172839,0.7684380032206118,0.45901639344262296,0.7581320450885668,0.6052631578947368,0.5660377358490566
0.6321225071225071,0.39344262295081966,0.709045584045584,0.5538461538461539,0.7304131054131054,0.4166666666666667,0.673076923076923,0.4117647058823529,0.48
0.6237212276214834,0.47619047619047616,0.6969309462915602,0.5121951219512195,0.6659207161125319,0.45901639344262296,0.6320332480818415,0.46153846153846156,0.575
0.6281565656565656,0.37333333333333335,0.7058080808080808,0.5853658536585366,0.673611111111111,0.36666666666666664,0.5950126262626263,0.39436619718309857,0.5925925925925926
0.6896090878717007,0.43333333333333335,0.7661209488807217,0.6216216216216216,0.7514199799532242,0.3076923076923077,0.608419645840294,0.39344262295081966,0.5290322580645161
0.6687179487179487,0.3508771929824561,0.7894017094017095,0.6666666666666666,0.7935042735042735,0.5,0.7258119658119657,0.5352112676056338,0.5098039215686274
0.7353422862757942,0.39344262295081966,0.8201768752047167,0.6753246753246753,0.832623648869964,0.5084745762711864,0.7389452997052081,0.547945205479452,0.5477707006369427
0.7300367524223187,0.4262295081967213,0.8112261944537253,0.6571428571428571,0.8048780487804877,0.4528301886792453,0.7397260273972602,0.44776119402985076,0.5290322580645161
